EmployeeID,Age,Attrition,Department,DistanceFromHome,EducationField,Gender,JobRole,MaritalStatus,State,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,LevelofEducation,LevelofJob,JobSatisfaction,PerformanceRating
190,32,Yes,Research & Development,9,Medical,Female,Laboratory Technician,Single,Minnesota,4200,7,No,22,10,5,4,0,Bachelors,Entry Level,Low,Outstanding
1583,38,No,Sales,16,Life Sciences,Female,Sales Executive,Single,Michigan,4198,2,No,12,8,3,2,1,Bachelors,Intermediate,Medium,Excellent
518,37,No,Research & Development,10,Life Sciences,Male,Manufacturing Director,Single,Massachusetts,4197,2,Yes,12,18,1,0,0,Masters,Intermediate,Medium,Excellent
1881,31,No,Research & Development,20,Life Sciences,Male,Laboratory Technician,Divorced,Mississippi,4197,1,No,11,10,10,8,0,Bachelors,Intermediate,High,Excellent
879,25,No,Sales,3,Other,Male,Sales Executive,Married,Arizona,4194,1,Yes,18,5,5,3,0,College,Intermediate,Low,Excellent
15,29,No,Research & Development,15,Life Sciences,Female,Laboratory Technician,Single,Colorado,4193,0,Yes,12,10,9,5,0,College,Intermediate,High,Excellent
1787,37,No,Sales,9,Marketing,Male,Sales Executive,Married,North Dakota,4189,1,No,14,5,5,2,0,College,Intermediate,Medium,Excellent
1669,29,No,Sales,5,Medical,Male,Sales Executive,Divorced,Alabama,4187,1,Yes,13,10,10,0,0,Bachelors,Intermediate,Medium,Excellent
926,22,Yes,Research & Development,3,Life Sciences,Female,Manufacturing Director,Married,Kentucky,4171,0,Yes,19,4,3,2,0,College,Intermediate,High,Excellent
1003,47,No,Sales,4,Life Sciences,Female,Sales Executive,Single,Mississippi,4163,1,Yes,17,9,9,0,0,College,Intermediate,Very High,Excellent
1445,24,No,Sales,4,Medical,Female,Sales Executive,Married,Georgia,4162,1,Yes,12,5,5,4,0,College,Intermediate,High,Excellent
72,26,No,Sales,23,Marketing,Female,Sales Executive,Married,Mississippi,4157,7,Yes,19,5,2,2,0,Bachelors,Intermediate,Very High,Excellent
117,30,No,Research & Development,2,Life Sciences,Male,Healthcare Representative,Married,Georgia,4152,1,No,19,11,11,10,10,Bachelors,Intermediate,Very High,Excellent
1011,31,No,Research & Development,1,Life Sciences,Female,Manufacturing Director,Married,Alabama,4148,1,No,12,4,4,3,0,College,Intermediate,Low,Excellent
1630,35,No,Research & Development,8,Life Sciences,Female,Healthcare Representative,Married,Colorado,4148,1,No,12,15,14,11,2,Masters,Intermediate,High,Excellent
1812,39,No,Sales,20,Life Sciences,Male,Sales Executive,Divorced,Colorado,4127,2,No,18,7,2,1,2,Bachelors,Intermediate,Very High,Excellent
1211,30,No,Sales,29,Life Sciences,Male,Sales Executive,Divorced,Wisconsin,4115,8,No,19,8,4,3,0,Masters,Intermediate,Low,Excellent
2014,39,No,Research & Development,24,Life Sciences,Male,Research Scientist,Single,Iowa,4108,7,No,13,18,7,7,1,College,Intermediate,Very High,Excellent
1062,37,No,Research & Development,3,Other,Female,Healthcare Representative,Single,Alaska,4107,3,No,15,8,4,3,0,Bachelors,Intermediate,Medium,Excellent
1965,27,No,Sales,9,Marketing,Male,Sales Executive,Single,Virginia,4105,1,No,14,7,7,7,0,Bachelors,Intermediate,Very High,Excellent
1349,41,No,Sales,1,Marketing,Female,Sales Executive,Divorced,Florida,4103,0,No,17,10,9,3,1,Bachelors,Intermediate,Low,Excellent
659,42,No,Research & Development,2,Life Sciences,Female,Healthcare Representative,Married,Illinois,4089,1,No,13,10,10,2,2,Masters,Intermediate,Very High,Excellent
1574,32,No,Research & Development,1,Technical Degree,Male,Research Scientist,Married,Pennsylvania,4087,4,No,14,9,6,5,1,Masters,Intermediate,Low,Excellent
1537,31,Yes,Research & Development,3,Life Sciences,Female,Research Scientist,Single,Connecticut,4084,1,No,12,7,7,2,7,Bachelors,Entry Level,High,Excellent
1402,43,No,Research & Development,6,Medical,Female,Research Scientist,Single,Texas,4081,1,Yes,14,20,20,7,1,Bachelors,Intermediate,High,Excellent
1396,32,No,Sales,2,Marketing,Male,Sales Executive,Married,North Carolina,4078,0,Yes,13,4,3,2,1,College,Intermediate,Medium,Excellent
1794,37,No,Human Resources,8,Other,Male,Human Resources,Divorced,Utah,4071,2,No,13,19,10,0,4,College,Intermediate,Medium,Excellent
1552,40,No,Research & Development,8,Life Sciences,Male,Healthcare Representative,Divorced,Kansas,4069,3,Yes,18,8,2,2,2,College,Intermediate,Very High,Excellent
1619,27,No,Research & Development,19,Other,Male,Laboratory Technician,Divorced,Rhode Island,4066,1,No,11,7,7,7,0,Bachelors,Entry Level,Low,Excellent
595,48,No,Sales,2,Marketing,Female,Sales Executive,Married,Indiana,4051,2,No,14,14,9,7,6,Doctorate,Intermediate,Very High,Excellent
855,33,No,Sales,1,Medical,Male,Sales Executive,Divorced,Montana,4037,1,No,22,9,9,8,0,Bachelors,Intermediate,Low,Outstanding
1501,55,No,Research & Development,4,Life Sciences,Male,Healthcare Representative,Married,Montana,4035,0,Yes,16,4,3,2,1,Masters,Intermediate,High,Excellent
1140,34,No,Research & Development,2,Life Sciences,Male,Manufacturing Director,Single,New Mexico,4033,2,No,11,5,3,2,0,College,Intermediate,High,Excellent
538,25,Yes,Research & Development,3,Medical,Male,Laboratory Technician,Married,Missouri,4031,5,No,13,6,2,2,0,Bachelors,Entry Level,Low,Excellent
709,38,No,Sales,7,Marketing,Female,Sales Executive,Single,Kansas,4028,0,No,20,8,7,7,0,Masters,Intermediate,Very High,Outstanding
1046,32,No,Research & Development,29,Medical,Female,Laboratory Technician,Single,Oregon,4025,9,No,12,10,8,7,7,Masters,Entry Level,High,Excellent
2053,29,No,Research & Development,13,Other,Male,Laboratory Technician,Married,California,4025,4,Yes,13,10,4,3,0,College,Intermediate,Medium,Excellent
75,35,No,Research & Development,23,Medical,Female,Laboratory Technician,Married,Mississippi,4014,3,Yes,15,4,2,2,2,Masters,Entry Level,Low,Excellent
942,35,No,Research & Development,21,Life Sciences,Female,Healthcare Representative,Married,Hawaii,4014,1,Yes,25,10,10,6,0,College,Intermediate,Very High,Outstanding
26,24,No,Research & Development,11,Other,Female,Manufacturing Director,Divorced,West Virginia,4011,0,No,18,5,4,2,1,College,Intermediate,High,Excellent
57,30,No,Research & Development,1,Medical,Female,Laboratory Technician,Single,New Jersey,4011,1,No,23,12,12,8,3,College,Intermediate,Very High,Outstanding
1774,34,No,Sales,10,Life Sciences,Male,Sales Executive,Divorced,Oklahoma,4001,1,Yes,14,15,15,14,0,Bachelors,Intermediate,High,Excellent
369,25,No,Research & Development,5,Life Sciences,Male,Healthcare Representative,Divorced,Georgia,4000,1,No,12,6,6,3,1,College,Intermediate,Low,Excellent
1684,23,Yes,Research & Development,8,Medical,Male,Laboratory Technician,Single,Virginia,3989,1,Yes,11,5,5,4,1,College,Entry Level,High,Excellent
1696,34,No,Research & Development,5,Medical,Male,Laboratory Technician,Married,Indiana,3986,1,No,14,15,15,10,4,College,Intermediate,Very High,Excellent
455,29,No,Research & Development,9,Other,Male,Laboratory Technician,Single,Maryland,3983,0,No,17,4,3,2,2,Doctorate,Entry Level,Very High,Excellent
1916,31,No,Research & Development,4,Medical,Female,Laboratory Technician,Divorced,Alaska,3978,8,No,12,4,2,2,2,Bachelors,Entry Level,High,Excellent
1992,25,No,Research & Development,2,Other,Male,Laboratory Technician,Divorced,New Mexico,3977,6,Yes,19,7,2,2,0,College,Entry Level,High,Excellent
1449,40,No,Research & Development,9,Other,Male,Laboratory Technician,Divorced,Kentucky,3975,3,No,11,11,8,7,0,Masters,Intermediate,High,Excellent
1860,42,No,Research & Development,8,Life Sciences,Male,Laboratory Technician,Single,Wisconsin,3968,4,No,13,8,0,0,0,Bachelors,Entry Level,High,Excellent
1083,26,No,Research & Development,1,Medical,Male,Laboratory Technician,Married,Kansas,3955,1,No,16,6,5,3,1,College,Entry Level,Low,Excellent
24,38,No,Research & Development,2,Life Sciences,Male,Research Scientist,Single,Indiana,3944,5,Yes,11,6,3,2,1,Bachelors,Entry Level,Very High,Excellent
1640,37,No,Research & Development,10,Medical,Female,Research Scientist,Married,West Virginia,3936,1,No,11,8,8,4,7,Bachelors,Entry Level,Medium,Excellent
330,32,No,Sales,4,Life Sciences,Female,Sales Representative,Married,Colorado,3931,2,No,11,6,4,3,1,College,Entry Level,Medium,Excellent
246,31,No,Research & Development,12,Medical,Female,Research Scientist,Married,Alaska,3929,8,Yes,23,7,4,2,0,College,Entry Level,Very High,Outstanding
340,37,No,Research & Development,1,Medical,Female,Research Scientist,Married,Nevada,3920,2,No,14,17,3,1,0,College,Entry Level,Low,Excellent
33,32,Yes,Research & Development,16,Life Sciences,Female,Research Scientist,Single,Wisconsin,3919,1,Yes,22,10,10,2,6,College,Entry Level,Low,Outstanding
1028,35,No,Research & Development,10,Other,Male,Laboratory Technician,Divorced,Nebraska,3917,1,No,20,3,3,2,1,Bachelors,Entry Level,Very High,Outstanding
1725,24,No,Research & Development,29,Medical,Male,Laboratory Technician,Divorced,Maine,3907,1,No,13,6,6,2,1,College,Entry Level,Low,Excellent
1310,39,Yes,Research & Development,23,Medical,Male,Research Scientist,Single,Louisiana,3904,0,No,13,6,5,2,0,Bachelors,Entry Level,Low,Excellent
1407,26,No,Research & Development,2,Medical,Male,Research Scientist,Single,Nebraska,3904,0,No,12,5,4,3,1,College,Entry Level,Very High,Excellent
1871,39,No,Research & Development,19,Other,Male,Research Scientist,Divorced,Arizona,3902,8,No,14,7,2,2,2,Masters,Intermediate,Very High,Excellent
593,22,Yes,Research & Development,4,Technical Degree,Male,Laboratory Technician,Single,West Virginia,3894,5,No,16,4,2,2,1,College,Entry Level,High,Excellent
1890,36,No,Human Resources,2,Human Resources,Male,Human Resources,Single,Michigan,3886,1,No,21,10,10,1,0,College,Intermediate,Very High,Outstanding
738,50,No,Sales,8,Marketing,Male,Sales Representative,Married,Rhode Island,3875,7,No,15,4,2,2,2,Masters,Entry Level,Medium,Excellent
1296,28,No,Research & Development,2,Life Sciences,Male,Laboratory Technician,Married,Arizona,3867,1,Yes,12,2,2,2,2,Bachelors,Entry Level,Very High,Excellent
1502,33,No,Research & Development,4,Medical,Female,Laboratory Technician,Married,Alabama,3838,8,No,11,8,5,4,0,Masters,Entry Level,Medium,Excellent
806,30,No,Research & Development,1,Life Sciences,Male,Laboratory Technician,Married,Kentucky,3833,3,No,21,7,2,2,0,Bachelors,Entry Level,High,Outstanding
497,27,No,Research & Development,1,Medical,Male,Laboratory Technician,Divorced,Maine,3816,1,No,11,5,5,2,0,College,Entry Level,Medium,Excellent
277,34,No,Research & Development,10,Medical,Male,Research Scientist,Divorced,Minnesota,3815,1,Yes,17,5,5,3,2,Masters,Entry Level,High,Excellent
1852,29,No,Research & Development,20,Medical,Male,Laboratory Technician,Married,Ohio,3812,1,No,13,11,11,8,3,College,Entry Level,Very High,Excellent
2054,29,No,Research & Development,28,Medical,Female,Research Scientist,Single,Massachusetts,3785,1,No,14,5,5,4,0,Masters,Entry Level,Low,Excellent
578,54,No,Research & Development,8,Life Sciences,Female,Laboratory Technician,Single,Washington,3780,7,No,11,19,1,0,0,Masters,Intermediate,High,Excellent
861,30,No,Research & Development,5,Life Sciences,Male,Research Scientist,Divorced,Idaho,3761,9,No,12,10,5,4,0,Masters,Entry Level,Very High,Excellent
1249,29,No,Research & Development,1,Life Sciences,Female,Research Scientist,Divorced,New Jersey,3760,1,No,15,3,3,2,1,Bachelors,Entry Level,Very High,Excellent
1646,24,No,Research & Development,2,Technical Degree,Female,Research Scientist,Single,Kentucky,3760,1,Yes,13,6,6,3,1,College,Entry Level,Very High,Excellent
602,39,No,Research & Development,8,Life Sciences,Female,Laboratory Technician,Married,Delaware,3755,1,No,11,8,8,3,0,College,Entry Level,High,Excellent
1989,30,No,Research & Development,1,Medical,Male,Laboratory Technician,Married,Michigan,3748,1,No,13,12,12,8,1,College,Entry Level,Medium,Excellent
1010,35,Yes,Research & Development,14,Other,Male,Laboratory Technician,Divorced,South Carolina,3743,1,Yes,24,5,4,2,0,Masters,Entry Level,Medium,Outstanding
847,34,No,Human Resources,3,Human Resources,Male,Human Resources,Married,New Hampshire,3737,0,No,19,4,3,2,0,College,Entry Level,Very High,Excellent
331,32,Yes,Research & Development,1,Life Sciences,Male,Laboratory Technician,Single,South Carolina,3730,0,Yes,14,4,3,2,1,Bachelors,Entry Level,High,Excellent
1464,31,Yes,Research & Development,2,Life Sciences,Male,Laboratory Technician,Married,Colorado,3722,6,Yes,13,7,2,2,2,Bachelors,Entry Level,Very High,Excellent
744,44,No,Research & Development,24,Medical,Male,Laboratory Technician,Single,Montana,3708,2,No,14,9,5,2,1,Bachelors,Entry Level,High,Excellent
1782,38,No,Research & Development,6,Other,Female,Laboratory Technician,Married,Utah,3702,1,No,11,5,5,4,0,College,Entry Level,High,Excellent
452,45,No,Research & Development,8,Other,Male,Research Scientist,Married,Maryland,3697,9,No,14,12,10,9,9,Masters,Intermediate,Very High,Excellent
1257,36,No,Research & Development,3,Technical Degree,Male,Research Scientist,Married,Indiana,3692,1,No,12,12,11,10,0,Bachelors,Entry Level,Medium,Excellent
1106,25,Yes,Research & Development,4,Technical Degree,Male,Laboratory Technician,Married,Ohio,3691,1,Yes,15,7,7,7,5,College,Entry Level,Very High,Excellent
249,50,No,Research & Development,1,Medical,Male,Laboratory Technician,Married,Pennsylvania,3690,2,No,15,5,3,2,0,Bachelors,Entry Level,High,Excellent
407,36,No,Research & Development,18,Life Sciences,Male,Laboratory Technician,Married,North Carolina,3688,4,No,18,4,1,0,0,Masters,Entry Level,Very High,Excellent
652,35,No,Research & Development,25,Other,Male,Laboratory Technician,Single,Mississippi,3681,4,No,14,9,3,2,0,College,Intermediate,Very High,Excellent
1480,42,No,Research & Development,9,Medical,Female,Laboratory Technician,Single,Maryland,3673,1,No,13,12,12,9,5,College,Entry Level,Very High,Excellent
1358,25,No,Research & Development,19,Medical,Male,Laboratory Technician,Married,Florida,3669,3,No,11,7,3,2,1,College,Entry Level,Very High,Excellent
1097,28,No,Research & Development,10,Other,Female,Research Scientist,Single,Hawaii,3660,3,No,13,10,8,7,1,Bachelors,Intermediate,High,Excellent
1458,39,Yes,Research & Development,2,Life Sciences,Female,Laboratory Technician,Single,Michigan,3646,2,Yes,23,11,1,0,0,Bachelors,Entry Level,Low,Outstanding
1002,45,No,Research & Development,23,Life Sciences,Male,Laboratory Technician,Married,Rhode Island,3633,1,Yes,15,9,9,8,0,College,Intermediate,Low,Excellent
1411,37,No,Research & Development,11,Medical,Female,Laboratory Technician,Single,Maryland,3629,4,No,18,8,3,2,0,Bachelors,Entry Level,High,Excellent
649,34,No,Research & Development,1,Life Sciences,Male,Research Scientist,Married,Idaho,3622,1,Yes,13,6,6,5,1,College,Entry Level,Very High,Excellent
964,40,No,Research & Development,9,Medical,Male,Research Scientist,Divorced,Texas,3617,8,Yes,14,3,1,1,0,Masters,Entry Level,Medium,Excellent
1207,33,No,Human Resources,2,Human Resources,Male,Human Resources,Married,Hawaii,3600,1,No,13,5,5,4,1,Bachelors,Entry Level,High,Excellent
1173,24,No,Research & Development,24,Medical,Male,Laboratory Technician,Single,Ohio,3597,8,No,22,6,4,3,1,Bachelors,Entry Level,Medium,Outstanding
1834,28,No,Research & Development,1,Medical,Female,Research Scientist,Married,New York,3591,1,No,25,3,3,2,1,Bachelors,Entry Level,Low,Outstanding
887,49,No,Research & Development,1,Technical Degree,Female,Research Scientist,Married,Ohio,3580,2,No,16,7,4,2,0,Bachelors,Entry Level,Low,Excellent
1241,30,No,Research & Development,1,Medical,Male,Research Scientist,Married,Mississippi,3579,0,Yes,21,12,11,9,5,Bachelors,Entry Level,Medium,Outstanding
1417,26,No,Research & Development,7,Other,Male,Laboratory Technician,Single,Pennsylvania,3578,0,No,12,8,7,7,0,Bachelors,Entry Level,Low,Excellent
267,37,No,Research & Development,21,Life Sciences,Male,Research Scientist,Married,Pennsylvania,3564,1,Yes,12,8,8,7,1,Bachelors,Entry Level,Low,Excellent
1340,40,No,Research & Development,16,Life Sciences,Male,Research Scientist,Divorced,Texas,3544,9,No,16,6,4,2,0,College,Entry Level,High,Excellent
1864,27,No,Sales,23,Medical,Female,Sales Representative,Married,Maine,3540,1,No,21,9,9,8,5,College,Intermediate,High,Outstanding
1778,43,No,Human Resources,2,Life Sciences,Male,Human Resources,Single,Maryland,3539,0,No,13,10,9,7,1,Bachelors,Entry Level,Very High,Excellent
1694,55,No,Research & Development,22,Technical Degree,Male,Research Scientist,Divorced,Arizona,3537,5,No,12,8,4,2,1,Bachelors,Entry Level,Medium,Excellent
1647,27,No,Research & Development,8,Medical,Female,Research Scientist,Married,North Dakota,3517,7,No,17,5,3,2,0,Bachelors,Entry Level,High,Excellent
1291,35,No,Research & Development,6,Life Sciences,Male,Research Scientist,Married,Rhode Island,3506,0,Yes,14,4,3,2,2,College,Entry Level,High,Excellent
784,23,No,Research & Development,10,Medical,Male,Research Scientist,Single,North Dakota,3505,1,No,18,2,2,2,0,College,Entry Level,High,Excellent
1440,37,No,Research & Development,5,Technical Degree,Male,Laboratory Technician,Single,Alabama,3500,0,No,14,7,6,5,1,College,Entry Level,High,Excellent
1224,30,No,Research & Development,7,Life Sciences,Male,Laboratory Technician,Divorced,Arizona,3491,1,No,13,10,10,7,8,Masters,Intermediate,High,Excellent
364,28,Yes,Research & Development,2,Life Sciences,Male,Laboratory Technician,Single,Wisconsin,3485,2,No,11,5,0,0,0,Masters,Entry Level,High,Excellent
2019,52,No,Sales,29,Life Sciences,Male,Sales Representative,Divorced,Indiana,3482,2,No,15,16,9,8,0,Masters,Entry Level,Very High,Excellent
355,31,Yes,Research & Development,29,Medical,Male,Laboratory Technician,Single,Oklahoma,3479,0,No,11,6,5,4,1,College,Entry Level,Medium,Excellent
1721,31,No,Research & Development,2,Life Sciences,Male,Laboratory Technician,Married,Alaska,3477,1,No,14,6,5,2,0,Masters,Entry Level,High,Excellent
7,27,No,Research & Development,2,Medical,Male,Laboratory Technician,Married,Georgia,3468,9,No,12,6,2,2,2,College,Entry Level,Medium,Excellent
440,28,Yes,Research & Development,2,Medical,Male,Research Scientist,Married,New Jersey,3464,5,Yes,13,5,3,2,2,Masters,Entry Level,Very High,Excellent
192,45,No,Research & Development,29,Medical,Male,Research Scientist,Single,Rhode Island,3452,5,No,13,9,6,5,0,Bachelors,Entry Level,Very High,Excellent
486,37,No,Research & Development,10,Medical,Female,Laboratory Technician,Married,Illinois,3452,6,No,20,17,5,4,0,Bachelors,Entry Level,Low,Outstanding
995,33,No,Research & Development,13,Life Sciences,Female,Research Scientist,Single,Nevada,3452,3,No,18,5,3,2,0,College,Entry Level,Very High,Excellent
521,40,No,Research & Development,2,Medical,Female,Laboratory Technician,Married,New Hampshire,3448,6,No,22,20,1,0,0,Bachelors,Intermediate,High,Outstanding
